piRNA,disease,score
miR-6886-3p,Propofol,0
miR-6886-3p,Paclitaxel,0
miR-6886-3p,Trastuzumab,0
miR-6886-3p,Tamoxifen,0
miR-6886-3p,Gefitinib,0
miR-6886-3p,Imatinib,0
miR-6886-3p,Tetraplatin,0
miR-6886-3p,Dasatinib,0
miR-6886-3p,Cisplatin,0
miR-6845-5p,AED therapy,0
miR-6845-5p,chemotherapy,0
miR-6845-5p,Ethanol,0
miR-6845-5p,Hydroxyurea,0
miR-6886-3p,Carboplatin,0
miR-6886-3p,Docetaxel,0
miR-6886-3p,Dibenziodolium,0
miR-6886-3p,"1,25(OH)2D3",0
miR-6886-3p,TRAIL therapy,0
miR-6886-3p,Chemotherapy,0
miR-6886-3p,epirubicin,0
miR-6886-3p,Verapamil,0
miR-6886-3p,Methotrexate,0
miR-6886-3p,Bortezomib,0
miR-6886-3p,Temsirolimus,0
miR-6886-3p,Adriamycin,0
miR-6886-3p,Sirolimus,0
miR-6886-3p,Rapamycin,0
miR-6886-3p,Nutlin-3a,0
miR-6886-3p,Mitoxantrone,0
miR-6886-3p,Etoposide,0
miR-6886-3p,Vincristine,0
miR-6845-5p,5-fluorouracil,0
miR-6845-5p,modified ALLIC BFM 2002 protocol,0
miR-6845-5p,DAPT,0
miR-6845-5p,Staurosporine,0
miR-6845-5p,SIOP treatment protocol,0
miR-6845-5p,Epirubicin HCl,0
miR-6845-5p,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-6845-5p,histone deacetylase inhibitor,0
miR-6845-5p,Fludarabine,0
miR-6845-5p,Topotecan,0
miR-6845-5p,Selumetinib,0
miR-6845-5p,Dihydrotestosterone,0
miR-6845-5p,Irinotecan,0
miR-6845-5p,Arsenic trioxide,0
miR-6845-5p,Pertuzumab,0
miR-6845-5p,Mitomycin C,0
miR-6845-5p,Interferon-alpha,0
miR-6845-5p,Cyclopamine,0
miR-6845-5p,Epirubicin hydrochloride,0
miR-6845-5p,Fulvestrant,0
miR-6845-5p,Leucovorin,0
miR-6845-5p,Euthyrox,0
miR-6845-5p,Teniposide,0
miR-6845-5p,Arsenic Trioxide,0
miR-6845-5p,Betulinic acid,0
miR-6845-5p,Carmustine,0
miR-6845-5p,Dibenziodolium,0
miR-6845-5p,Hydrogen Peroxide,0
miR-6845-5p,Pingyangmycin,0
miR-6845-5p,Raltitrexed,0
miR-6845-5p,Tomudex,0
miR-6845-5p,Lapatinib,0
miR-6845-5p,Pemetrexed,0
miR-6845-5p,10-hydroxycamptothecin,0
miR-6845-5p,AGRO100,0
miR-6886-3p,Glucocorticoid,0
miR-6886-3p,Sorafenib,0
miR-6886-3p,Melphalan,0
miR-6886-3p,pegIFN/RBV therapy,0
miR-6886-3p,Arsenic trioxide,0
miR-6886-3p,Pertuzumab,0
miR-6886-3p,Mitomycin C,0
miR-6886-3p,Interferon-alpha,0
miR-6886-3p,Cyclopamine,0
miR-6886-3p,Dichloroacetate,0
miR-6886-3p,Ribavirin,0
miR-6886-3p,Cytarabine,0
miR-6886-3p,Valproate,0
miR-6886-3p,Levetiracetam,0
miR-6886-3p,Platinum,0
miR-6886-3p,Sunitinib,0
miR-6886-3p,Letrozole,0
miR-6886-3p,Exemestane,0
miR-6886-3p,Irinotecan,0
miR-6886-3p,Selumetinib,0
miR-6886-3p,Staurosporine,0
miR-6886-3p,Topotecan,0
miR-6886-3p,Fludarabine,0
miR-6886-3p,histone deacetylase inhibitor,0
miR-6886-3p,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-6886-3p,Epirubicin HCl,0
miR-6886-3p,SIOP treatment protocol,0
miR-6886-3p,Epirubicin hydrochloride,0
miR-6886-3p,Fulvestrant,0
miR-6886-3p,Leucovorin,0
miR-6886-3p,Euthyrox,0
miR-6886-3p,Teniposide,0
miR-6886-3p,Arsenic Trioxide,0
miR-6886-3p,Betulinic acid,0
miR-6886-3p,Carmustine,0
miR-6886-3p,Anastrozole,0
miR-6886-3p,Rituximab,0
miR-6886-3p,Oxymatrine,0
miR-6886-3p,PCI-24781,0
miR-6886-3p,PLX4720,0
miR-6886-3p,Capecitabine,0
miR-6886-3p,Epirubicin,0
miR-6886-3p,Interferon-gamma,0
miR-6886-3p,Vinblastine,0
miR-6886-3p,Camptothecin,0
miR-6886-3p,Curcumin,0
miR-6886-3p,Retinoic Acid,0
miR-6886-3p,Erlotinib,0
miR-6886-3p,Ibrutinib,0
miR-6886-3p,Dexamethasone,0
miR-6886-3p,Taxol,0
miR-6886-3p,Cetuximab,0
miR-6886-3p,Temozolomide,0
miR-6886-3p,platinum-based doublet chemotherapy ,0
miR-6886-3p,Daunorubicin,0
miR-6886-3p,L-asparaginase,0
miR-6886-3p,Prednisolone,0
miR-6886-3p,10-Hydroxycamptothecin,0
miR-6886-3p,FOLFOX Chemotherapy,0
miR-6886-3p,Fluoropyrimidine,0
miR-6886-3p,Vemurafenib,0
miR-6886-3p,Crizotinib,0
miR-6886-3p,Lorlatinib,0
miR-6886-3p,Colchicine,0
miR-6886-3p,Cyclosporin A,0
miR-6886-3p,Vinorelbine,0
miR-6886-3p,Prednisone,0
miR-6886-3p,Paroxetine,0
miR-6886-3p,Cyclophosphamide,0
miR-6886-3p,Mafosfamide,0
miR-675*,Verapamil,0
miR-675*,Methotrexate,0
miR-7-1*,Propofol,0
miR-663a,modified ALLIC BFM 2002 protocol,0
miR-665,Cisplatin,0
miR-663a,AED therapy,0
miR-663a,chemotherapy,0
miR-663a,Ethanol,0
miR-663a,Hydroxyurea,0
miR-663a,5-fluorouracil,0
miR-663a,DAPT,0
miR-665,Imatinib,0
miR-663a,Dihydrotestosterone,0
miR-663a,AGRO100,0
miR-663a,10-hydroxycamptothecin,0
miR-663a,Pemetrexed,0
miR-663a,Lapatinib,0
miR-663a,Tomudex,0
miR-665,Dasatinib,0
miR-665,Nilotinib,0
miR-665,Temsirolimus,0
miR-665,Docetaxel,0
miR-665,Rapamycin,0
miR-665,Nutlin-3a,0
miR-665,Mitoxantrone,0
miR-665,Etoposide,0
miR-665,Vincristine,0
miR-665,Adriamycin,0
miR-665,Tetraplatin,0
miR-665,Gefitinib,0
miR-665,Oxaliplatin,0
miR-665,Antioestrogens,0
miR-665,Propofol,0
miR-665,Fluorouracil,0
miR-665,Trastuzumab,0
miR-665,Tamoxifen,0
miR-663a,Raltitrexed,0
miR-663a,Pingyangmycin,0
miR-663a,Hydrogen Peroxide,0
miR-663a,pegIFN/RBV therapy,0
miR-663a,Arsenic trioxide,0
miR-663a,Pertuzumab,0
miR-663a,Mitomycin C,0
miR-663a,Interferon-alpha,0
miR-663a,Cyclopamine,0
miR-663a,Dichloroacetate,0
miR-663a,Ribavirin,0
miR-663a,Dibenziodolium,0
miR-663a,Valproate,0
miR-663a,Levetiracetam,0
miR-663a,Platinum,0
miR-663a,Sunitinib,0
miR-663a,Letrozole,0
miR-663a,Exemestane,0
miR-663a,Irinotecan,0
miR-663a,Selumetinib,0
miR-663a,Staurosporine,0
miR-663a,Topotecan,0
miR-663a,Fludarabine,0
miR-663a,histone deacetylase inhibitor,0
miR-663a,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-663a,Epirubicin HCl,0
miR-663a,SIOP treatment protocol,0
miR-663a,Epirubicin hydrochloride,0
miR-663a,Fulvestrant,0
miR-663a,Leucovorin,0
miR-663a,Euthyrox,0
miR-663a,Teniposide,0
miR-663a,Arsenic Trioxide,0
miR-663a,Betulinic acid,0
miR-663a,Carmustine,0
miR-665,Sirolimus,0
miR-665,"1,25(OH)2D3",0
miR-675*,Bortezomib,0
miR-665,Rituximab,0
miR-665,Platinum,0
miR-665,Sunitinib,0
miR-665,Letrozole,0
miR-665,Exemestane,0
miR-665,Anastrozole,0
miR-665,Cytarabine,0
miR-665,Retinoic Acid,0
miR-665,Valproate,0
miR-665,Mafosfamide,0
miR-665,Cyclophosphamide,0
miR-665,Paroxetine,0
miR-665,Prednisone,0
miR-665,Vinorelbine,0
miR-665,Cyclosporin A,0
miR-665,Levetiracetam,0
miR-665,Ribavirin,0
miR-665,Bortezomib,0
miR-665,Selumetinib,0
miR-665,Epirubicin HCl,0
miR-665,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-665,histone deacetylase inhibitor,0
miR-665,Fludarabine,0
miR-665,Topotecan,0
miR-665,Staurosporine,0
miR-665,Irinotecan,0
miR-665,pegIFN/RBV therapy,0
miR-665,Arsenic trioxide,0
miR-665,Pertuzumab,0
miR-665,Mitomycin C,0
miR-665,Interferon-alpha,0
miR-665,Cyclopamine,0
miR-665,Dichloroacetate,0
miR-665,Colchicine,0
miR-665,Lorlatinib,0
miR-665,Crizotinib,0
miR-665,Sorafenib,0
miR-665,Dexamethasone,0
miR-665,Taxol,0
miR-665,Cetuximab,0
miR-665,Temozolomide,0
miR-665,Oxymatrine,0
miR-665,Melphalan,0
miR-665,Glucocorticoid,0
miR-665,Vemurafenib,0
miR-665,TRAIL therapy,0
miR-665,Chemotherapy,0
miR-665,epirubicin,0
miR-665,Verapamil,0
miR-665,Pirarubicin,0
miR-665,Methotrexate,0
miR-665,Ibrutinib,0
miR-665,Erlotinib,0
miR-665,Curcumin,0
miR-665,PCI-24781,0
miR-665,Camptothecin,0
miR-665,Vinblastine,0
miR-665,Interferon-gamma,0
miR-665,Epirubicin,0
miR-665,Capecitabine,0
miR-665,PLX4720,0
miR-665,platinum-based doublet chemotherapy ,0
miR-665,Daunorubicin,0
miR-665,L-asparaginase,0
miR-665,Prednisolone,0
miR-665,10-Hydroxycamptothecin,0
miR-665,FOLFOX Chemotherapy,0
miR-665,Fluoropyrimidine,0
miR-663a,Anastrozole,0
miR-663a,Cytarabine,0
miR-663a,Rituximab,0
miR-663,Arsenic trioxide,0
miR-663,histone deacetylase inhibitor,0
miR-663,Fludarabine,0
miR-663,Topotecan,0
miR-663,Staurosporine,0
miR-663,Selumetinib,0
miR-663,Irinotecan,0
miR-663,Pertuzumab,0
miR-663,Epirubicin HCl,0
miR-663,Mitomycin C,0
miR-663,Interferon-alpha,0
miR-663,Dichloroacetate,0
miR-663,pegIFN/RBV therapy,0
miR-663,Ribavirin,0
miR-663,Valproate,0
miR-663,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-663,SIOP treatment protocol,0
miR-663a,Retinoic Acid,0
miR-663,Dibenziodolium,0
miR-663,Pemetrexed,0
miR-663,Lapatinib,0
miR-663,Tomudex,0
miR-663,Raltitrexed,0
miR-663,Pingyangmycin,0
miR-663,Hydrogen Peroxide,0
miR-663,Carmustine,0
miR-663,Epirubicin hydrochloride,0
miR-663,Betulinic acid,0
miR-663,Arsenic Trioxide,0
miR-663,Teniposide,0
miR-663,Euthyrox,0
miR-663,Leucovorin,0
miR-663,Fulvestrant,0
miR-663,Levetiracetam,0
miR-663,Platinum,0
miR-663,Sunitinib,0
miR-663,Epirubicin,0
miR-663,Prednisolone,0
miR-663,L-asparaginase,0
miR-663,Daunorubicin,0
miR-663,platinum-based doublet chemotherapy ,0
miR-663,PLX4720,0
miR-663,Capecitabine,0
miR-663,Interferon-gamma,0
miR-663,Letrozole,0
miR-663,Vinblastine,0
miR-663,Camptothecin,0
miR-663,PCI-24781,0
miR-663,Curcumin,0
miR-663,Erlotinib,0
miR-663,Ibrutinib,0
miR-663,10-Hydroxycamptothecin,0
miR-663,FOLFOX Chemotherapy,0
miR-663,Fluoropyrimidine,0
miR-663,Vemurafenib,0
miR-663,Crizotinib,0
miR-663,Lorlatinib,0
miR-663,Colchicine,0
miR-663,Cyclosporin A,0
miR-663,Vinorelbine,0
miR-663,Prednisone,0
miR-663,Paroxetine,0
miR-663,Mafosfamide,0
miR-663,Retinoic Acid,0
miR-663,Rituximab,0
miR-663,Cytarabine,0
miR-663,Anastrozole,0
miR-663,Exemestane,0
miR-663,10-hydroxycamptothecin,0
miR-663,AGRO100,0
miR-663,Dihydrotestosterone,0
miR-663a,Dexamethasone,0
miR-663a,Vinblastine,0
miR-663a,Camptothecin,0
miR-663a,PCI-24781,0
miR-663a,Curcumin,0
miR-663a,Erlotinib,0
miR-663a,Ibrutinib,0
miR-663a,Taxol,0
miR-663a,Chemotherapy,0
miR-663a,Cetuximab,0
miR-663a,Temozolomide,0
miR-663a,Oxymatrine,0
miR-663a,Melphalan,0
miR-663a,Sorafenib,0
miR-663a,Glucocorticoid,0
miR-663a,Interferon-gamma,0
miR-663a,Epirubicin,0
miR-663a,Capecitabine,0
miR-663a,PLX4720,0
miR-663a,platinum-based doublet chemotherapy ,0
miR-663a,Daunorubicin,0
miR-663a,10-Hydroxycamptothecin,0
miR-663a,FOLFOX Chemotherapy,0
miR-663a,Fluoropyrimidine,0
miR-663a,Vemurafenib,0
miR-663a,Crizotinib,0
miR-663a,Lorlatinib,0
miR-663a,Cyclosporin A,0
miR-663a,Prednisone,0
miR-663a,Paroxetine,0
miR-663a,Cyclophosphamide,0
miR-663a,Mafosfamide,0
miR-663a,TRAIL therapy,0
miR-663a,epirubicin,0
miR-663,DAPT,0
miR-663a,Dasatinib,0
miR-663a,Fluorouracil,0
miR-663a,Trastuzumab,0
miR-663a,Tamoxifen,0
miR-663a,Gefitinib,0
miR-663a,Nilotinib,0
miR-663a,Imatinib,0
miR-663a,Gemcitabine,0
miR-663a,Verapamil,0
miR-663,AED therapy,0
miR-663,chemotherapy,0
miR-663,Ethanol,0
miR-663,Hydroxyurea,0
miR-663,5-fluorouracil,0
miR-663,modified ALLIC BFM 2002 protocol,0
miR-663a,Paclitaxel,0
miR-663a,Propofol,0
miR-663a,Antioestrogens,0
miR-663a,Carboplatin,0
miR-663a,Tetraplatin,0
miR-663a,Docetaxel,0
miR-663a,Adriamycin,0
miR-663a,Etoposide,0
miR-663a,Mitoxantrone,0
miR-663a,Nutlin-3a,0
miR-663a,Rapamycin,0
miR-663a,Sirolimus,0
miR-663a,Temsirolimus,0
miR-663a,"1,25(OH)2D3",0
miR-663a,Bortezomib,0
miR-663a,Methotrexate,0
miR-663a,Pirarubicin,0
miR-665,SIOP treatment protocol,0
miR-665,Epirubicin hydrochloride,0
miR-665,Fulvestrant,0
miR-675,Epirubicin,0
miR-675,Prednisolone,0
miR-675,L-asparaginase,0
miR-675,Daunorubicin,0
miR-675,platinum-based doublet chemotherapy ,0
miR-675,PLX4720,0
miR-675,Capecitabine,0
miR-675,Interferon-gamma,0
miR-675,FOLFOX Chemotherapy,0
miR-675,Vinblastine,0
miR-675,Camptothecin,0
miR-675,PCI-24781,0
miR-675,Curcumin,0
miR-675,Erlotinib,0
miR-675,Ibrutinib,0
miR-675,10-Hydroxycamptothecin,0
miR-675,Fluoropyrimidine,0
miR-675,Cisplatin,0
miR-675,Cyclophosphamide,0
miR-675,Exemestane,0
miR-675,Anastrozole,0
miR-675,Cytarabine,0
miR-675,Rituximab,0
miR-675,Retinoic Acid,0
miR-675,Mafosfamide,0
miR-675,Paroxetine,0
miR-675,Vemurafenib,0
miR-675,Prednisone,0
miR-675,Vinorelbine,0
miR-675,Cyclosporin A,0
miR-675,Colchicine,0
miR-675,Lorlatinib,0
miR-675,Crizotinib,0
miR-675,Dexamethasone,0
miR-675,Taxol,0
miR-675,Cetuximab,0
miR-675,Antioestrogens,0
miR-675,Etoposide,0
miR-675,Vincristine,0
miR-675,Adriamycin,0
miR-675,Docetaxel,0
miR-675,Tetraplatin,0
miR-675,Carboplatin,0
miR-675,Propofol,0
miR-675,Temozolomide,0
miR-675,Paclitaxel,0
miR-675,Fluorouracil,0
miR-675,Trastuzumab,0
miR-675,Tamoxifen,0
miR-675,Nilotinib,0
miR-675,Imatinib,0
miR-675,Mitoxantrone,0
miR-675,Nutlin-3a,0
miR-675,Rapamycin,0
miR-675,Sirolimus,0
miR-675,Temsirolimus,0
miR-675,"1,25(OH)2D3",0
miR-675,Bortezomib,0
miR-675,Methotrexate,0
miR-675,Pirarubicin,0
miR-675,Verapamil,0
miR-675,epirubicin,0
miR-675,Chemotherapy,0
miR-675,TRAIL therapy,0
miR-675,Glucocorticoid,0
miR-675,Sorafenib,0
miR-675,Melphalan,0
miR-675,Oxymatrine,0
miR-675,Letrozole,0
miR-675,Sunitinib,0
miR-675,Platinum,0
miR-675,AED therapy,0
miR-675*,Tamoxifen,0
miR-675*,Gefitinib,0
miR-675*,Nilotinib,0
miR-675*,Imatinib,0
miR-675*,Dasatinib,0
miR-675*,Cisplatin,0
miR-675,chemotherapy,0
miR-675,10-hydroxycamptothecin,0
miR-675,Ethanol,0
miR-675,Hydroxyurea,0
miR-675,5-fluorouracil,0
miR-675,modified ALLIC BFM 2002 protocol,0
miR-675,DAPT,0
miR-675,Dihydrotestosterone,0
miR-675*,Trastuzumab,0
miR-675*,Fluorouracil,0
miR-675*,Propofol,0
miR-675*,Antioestrogens,0
miR-675*,Oxaliplatin,0
miR-675*,Carboplatin,0
miR-675*,Tetraplatin,0
miR-675*,Docetaxel,0
miR-675*,Adriamycin,0
miR-675*,Vincristine,0
miR-675*,Etoposide,0
miR-675*,Mitoxantrone,0
miR-675*,Nutlin-3a,0
miR-675*,Rapamycin,0
miR-675*,Sirolimus,0
miR-675*,Temsirolimus,0
miR-675*,"1,25(OH)2D3",0
miR-675,AGRO100,0
miR-675,Pemetrexed,0
miR-675,Levetiracetam,0
miR-675,Pertuzumab,0
miR-675,Fludarabine,0
miR-675,Topotecan,0
miR-675,Staurosporine,0
miR-675,Selumetinib,0
miR-675,Irinotecan,0
miR-675,Arsenic trioxide,0
miR-675,Mitomycin C,0
miR-675,Lapatinib,0
miR-675,Interferon-alpha,0
miR-675,Cyclopamine,0
miR-675,Dichloroacetate,0
miR-675,pegIFN/RBV therapy,0
miR-675,Ribavirin,0
miR-675,Valproate,0
miR-675,histone deacetylase inhibitor,0
miR-675,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-675,Epirubicin HCl,0
miR-675,SIOP treatment protocol,0
miR-675,Epirubicin hydrochloride,0
miR-675,Fulvestrant,0
miR-675,Leucovorin,0
miR-675,Euthyrox,0
miR-675,Teniposide,0
miR-675,Arsenic Trioxide,0
miR-675,Betulinic acid,0
miR-675,Carmustine,0
miR-675,Dibenziodolium,0
miR-675,Hydrogen Peroxide,0
miR-675,Pingyangmycin,0
miR-675,Raltitrexed,0
miR-675,Tomudex,0
miR-675,Dasatinib,0
miR-671,AED therapy,0
miR-665,Leucovorin,0
miR-671,Rapamycin,0
miR-671,Pirarubicin,0
miR-671,Methotrexate,0
miR-671,Bortezomib,0
miR-671,"1,25(OH)2D3",0
miR-671,Temsirolimus,0
miR-671,Sirolimus,0
miR-671,Nutlin-3a,0
miR-671,epirubicin,0
miR-671,Mitoxantrone,0
miR-671,Etoposide,0
miR-671,Vincristine,0
miR-671,Adriamycin,0
miR-671,Docetaxel,0
miR-671,Tetraplatin,0
miR-671,Verapamil,0
miR-671,Chemotherapy,0
miR-671,chemotherapy,0
miR-671,Dexamethasone,0
miR-671,Vinblastine,0
miR-671,Camptothecin,0
miR-671,PCI-24781,0
miR-671,Curcumin,0
miR-671,Erlotinib,0
miR-671,Ibrutinib,0
miR-671,Taxol,0
miR-671,TRAIL therapy,0
miR-671,Cetuximab,0
miR-671,Temozolomide,0
miR-671,Oxymatrine,0
miR-671,Melphalan,0
miR-671,Sorafenib,0
miR-671,Glucocorticoid,0
miR-671,Carboplatin,0
miR-671,Oxaliplatin,0
miR-671,Antioestrogens,0
miR-665,Pingyangmycin,0
miR-665,AGRO100,0
miR-665,10-hydroxycamptothecin,0
miR-665,Pemetrexed,0
miR-665,Lapatinib,0
miR-665,Tomudex,0
miR-665,Raltitrexed,0
miR-665,Hydrogen Peroxide,0
miR-671,Propofol,0
miR-665,Dibenziodolium,0
miR-665,Carmustine,0
miR-665,Betulinic acid,0
miR-665,Arsenic Trioxide,0
miR-665,Teniposide,0
miR-665,Euthyrox,0
miR-665,Dihydrotestosterone,0
miR-665,DAPT,0
miR-665,modified ALLIC BFM 2002 protocol,0
miR-665,5-fluorouracil,0
miR-665,Hydroxyurea,0
miR-665,Ethanol,0
miR-665,chemotherapy,0
miR-665,AED therapy,0
miR-671,Cisplatin,0
miR-671,Dasatinib,0
miR-671,Imatinib,0
miR-671,Nilotinib,0
miR-671,Doxorubicin,0
miR-671,Gefitinib,0
miR-671,Tamoxifen,0
miR-671,Trastuzumab,0
miR-671,Fluorouracil,0
miR-671,Interferon-gamma,0
miR-671,Epirubicin,0
miR-671,Capecitabine,0
miR-671,SIOP treatment protocol,0
miR-671,Arsenic Trioxide,0
miR-671,Teniposide,0
miR-671,Euthyrox,0
miR-671,Leucovorin,0
miR-671,Fulvestrant,0
miR-671,Epirubicin hydrochloride,0
miR-671,Epirubicin HCl,0
miR-671,Arsenic trioxide,0
miR-671,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-671,histone deacetylase inhibitor,0
miR-671,Fludarabine,0
miR-671,Topotecan,0
miR-671,Staurosporine,0
miR-671,Selumetinib,0
miR-671,Betulinic acid,0
miR-671,Carmustine,0
miR-671,Dibenziodolium,0
miR-671,Hydrogen Peroxide,0
miR-671,Pingyangmycin,0
miR-671,Raltitrexed,0
miR-671,Tomudex,0
miR-671,Lapatinib,0
miR-671,Pemetrexed,0
miR-671,10-hydroxycamptothecin,0
miR-671,AGRO100,0
miR-671,Dihydrotestosterone,0
miR-671,DAPT,0
miR-671,modified ALLIC BFM 2002 protocol,0
miR-671,5-fluorouracil,0
miR-671,Hydroxyurea,0
miR-671,Ethanol,0
miR-671,Irinotecan,0
miR-671,Pertuzumab,0
miR-671,PLX4720,0
miR-671,Vemurafenib,0
miR-671,Prednisone,0
miR-671,Vinorelbine,0
miR-671,Cyclosporin A,0
miR-671,Colchicine,0
miR-671,Lorlatinib,0
miR-671,Crizotinib,0
miR-671,Fluoropyrimidine,0
miR-671,Mitomycin C,0
miR-671,FOLFOX Chemotherapy,0
miR-671,10-Hydroxycamptothecin,0
miR-671,Prednisolone,0
miR-671,L-asparaginase,0
miR-671,Daunorubicin,0
miR-671,platinum-based doublet chemotherapy ,0
miR-671,Cyclophosphamide,0
miR-671,Mafosfamide,0
miR-671,Retinoic Acid,0
miR-671,Rituximab,0
miR-671,Cytarabine,0
miR-671,Anastrozole,0
miR-671,Exemestane,0
miR-671,Letrozole,0
miR-671,Sunitinib,0
miR-671,Platinum,0
miR-671,Levetiracetam,0
miR-671,Valproate,0
miR-671,Ribavirin,0
miR-671,pegIFN/RBV therapy,0
miR-671,Dichloroacetate,0
miR-671,Cyclopamine,0
miR-671,Interferon-alpha,0
miR-7-1*,Paclitaxel,0
miR-7-1*,Antioestrogens,0
miR-663,Taxol,0
miR-758,Mafosfamide,0
miR-758,Letrozole,0
miR-758,Exemestane,0
miR-758,Anastrozole,0
miR-758,Cytarabine,0
miR-758,Rituximab,0
miR-758,Retinoic Acid,0
miR-758,Cyclophosphamide,0
miR-758,Platinum,0
miR-758,Paroxetine,0
miR-758,Prednisone,0
miR-758,Vinorelbine,0
miR-758,Cyclosporin A,0
miR-758,Colchicine,0
miR-758,Lorlatinib,0
miR-758,Sunitinib,0
miR-758,Levetiracetam,0
miR-758,Epirubicin HCl,0
miR-758,Arsenic trioxide,0
miR-758,histone deacetylase inhibitor,0
miR-758,Fludarabine,0
miR-758,Topotecan,0
miR-758,Staurosporine,0
miR-758,Selumetinib,0
miR-758,Irinotecan,0
miR-758,Pertuzumab,0
miR-758,Valproate,0
miR-758,Mitomycin C,0
miR-758,Interferon-alpha,0
miR-758,Cyclopamine,0
miR-758,Dichloroacetate,0
miR-758,pegIFN/RBV therapy,0
miR-758,Ribavirin,0
miR-758,Crizotinib,0
miR-758,Vemurafenib,0
miR-758,Fluoropyrimidine,0
miR-758,Glucocorticoid,0
miR-758,Taxol,0
miR-758,Cetuximab,0
miR-758,Temozolomide,0
miR-758,Oxymatrine,0
miR-758,Melphalan,0
miR-758,Sorafenib,0
miR-758,TRAIL therapy,0
miR-758,FOLFOX Chemotherapy,0
miR-758,Chemotherapy,0
miR-758,epirubicin,0
miR-758,Pirarubicin,0
miR-758,Methotrexate,0
miR-758,Bortezomib,0
miR-758,"1,25(OH)2D3",0
miR-758,Dexamethasone,0
miR-758,Ibrutinib,0
miR-758,Erlotinib,0
miR-758,Curcumin,0
miR-758,PCI-24781,0
miR-758,Camptothecin,0
miR-758,Vinblastine,0
miR-758,Interferon-gamma,0
miR-758,Epirubicin,0
miR-758,Capecitabine,0
miR-758,PLX4720,0
miR-758,platinum-based doublet chemotherapy ,0
miR-758,5-Fluorouracil,0
miR-758,Daunorubicin,0
miR-758,L-asparaginase,0
miR-758,Prednisolone,0
miR-758,10-Hydroxycamptothecin,0
miR-758,intensive induction chemotherapy based on cytarabine and idarubicine,0
miR-758,SIOP treatment protocol,0
miR-720,5-fluorouracil,0
miR-760,Etoposide,0
miR-760,"1,25(OH)2D3",0
miR-760,Temsirolimus,0
miR-760,Sirolimus,0
miR-760,Rapamycin,0
miR-760,Nutlin-3a,0
miR-760,Mitoxantrone,0
miR-760,Vincristine,0
miR-760,Methotrexate,0
miR-760,Adriamycin,0
miR-760,Docetaxel,0
miR-760,Tetraplatin,0
miR-760,Carboplatin,0
miR-760,Oxaliplatin,0
miR-760,Antioestrogens,0
miR-760,Bortezomib,0
miR-760,Pirarubicin,0
miR-758,Epirubicin hydrochloride,0
miR-760,Cetuximab,0
miR-760,PCI-24781,0
miR-760,Curcumin,0
miR-760,Erlotinib,0
miR-760,Ibrutinib,0
miR-760,Dexamethasone,0
miR-760,Taxol,0
miR-760,Temozolomide,0
miR-760,epirubicin,0
miR-760,Oxymatrine,0
miR-760,Melphalan,0
miR-760,Sorafenib,0
miR-760,Glucocorticoid,0
miR-760,TRAIL therapy,0
miR-760,Chemotherapy,0
miR-760,Propofol,0
miR-760,Paclitaxel,0
miR-760,Fluorouracil,0
miR-758,Dibenziodolium,0
miR-758,Pemetrexed,0
miR-758,Lapatinib,0
miR-758,Tomudex,0
miR-758,Raltitrexed,0
miR-758,Pingyangmycin,0
miR-758,Hydrogen Peroxide,0
miR-758,Carmustine,0
miR-760,Trastuzumab,0
miR-758,Betulinic acid,0
miR-758,Arsenic Trioxide,0
miR-758,Teniposide,0
miR-758,Euthyrox,0
miR-758,Leucovorin,0
miR-758,Fulvestrant,0
miR-758,10-hydroxycamptothecin,0
miR-758,AGRO100,0
miR-758,Dihydrotestosterone,0
miR-758,DAPT,0
miR-758,modified ALLIC BFM 2002 protocol,0
miR-758,5-fluorouracil,0
miR-758,Hydroxyurea,0
miR-758,Ethanol,0
miR-758,chemotherapy,0
miR-758,AED therapy,0
miR-760,Cisplatin,0
miR-760,Gemcitabine,0
miR-760,Dasatinib,0
miR-760,Imatinib,0
miR-760,Nilotinib,0
miR-760,Gefitinib,0
miR-760,Tamoxifen,0
miR-758,Temsirolimus,0
miR-758,Sirolimus,0
miR-758,Rapamycin,0
miR-744,Curcumin,0
miR-744,Capecitabine,0
miR-744,Epirubicin,0
miR-744,Interferon-gamma,0
miR-744,Vinblastine,0
miR-744,Camptothecin,0
miR-744,PCI-24781,0
miR-744,Erlotinib,0
miR-744,platinum-based doublet chemotherapy ,0
miR-744,Ibrutinib,0
miR-744,Dexamethasone,0
miR-744,Taxol,0
miR-744,Cetuximab,0
miR-744,Temozolomide,0
miR-744,Oxymatrine,0
miR-744,PLX4720,0
miR-744,Daunorubicin,0
miR-758,Nutlin-3a,0
miR-744,Colchicine,0
miR-744,Mafosfamide,0
miR-744,Cyclophosphamide,0
miR-744,Paroxetine,0
miR-744,Prednisone,0
miR-744,Vinorelbine,0
miR-744,Cyclosporin A,0
miR-744,Lorlatinib,0
miR-744,L-asparaginase,0
miR-744,Crizotinib,0
miR-744,Vemurafenib,0
miR-744,Fluoropyrimidine,0
